order_date,region,category,product,units,unit_price
2024-05-07,North,C,P6,16,99.26
2024-10-24,North,C,P2,14,190.09
2024-09-20,North,C,P4,3,12.78
2024-01-17,North,C,P5,7,13.21
2024-04-16,South,A,P2,4,134.22
2024-04-22,West,B,P6,15,142.02
2024-05-22,East,C,P6,10,118.64
2024-04-21,South,B,P2,16,140.22
2024-06-21,West,A,P2,20,54.93
2024-01-15,North,A,P1,8,40.98
2024-08-07,North,C,P4,9,101.5
2024-10-07,West,A,P4,11,116.73
2024-10-12,South,B,P6,2,140.57
2024-08-27,East,C,P6,8,21.36
2024-02-04,West,C,P2,15,15.51
2024-05-14,North,B,P6,17,155.27
2024-03-13,East,C,P3,6,38.79
2024-10-26,North,C,P5,8,128.5
2024-12-25,South,C,P2,13,36.96
2024-07-02,West,C,P6,16,182.76
2024-04-18,West,B,P5,8,16.24
2024-12-06,West,B,P6,12,144.33
2024-02-01,East,A,P4,18,146.24
2024-02-27,East,C,P1,2,58.36
2024-08-16,North,B,P6,12,177.28
2024-01-07,South,B,P6,17,144.05
2024-01-22,North,B,P5,6,25.79
2024-10-09,South,B,P4,2,84.1
2024-02-21,West,C,P3,6,150.94
2024-05-20,East,A,P6,3,150.14
2024-07-23,North,B,P5,2,165.98
2024-11-19,North,B,P4,11,87.0
2024-09-01,East,A,P5,11,36.85
2024-10-02,South,A,P3,14,34.63
2024-03-01,South,B,P3,17,153.71
2024-04-02,West,B,P3,6,95.63
2024-04-06,East,B,P6,13,76.72
2024-08-15,North,B,P3,13,155.42
2024-08-21,South,B,P4,10,114.72
2024-07-19,South,B,P6,8,119.86
2024-03-20,West,C,P3,18,138.7
2024-02-27,North,C,P1,10,100.29
2024-03-27,West,B,P5,13,125.66
2024-05-18,West,B,P4,16,96.51
2024-01-09,East,A,P4,6,146.92
2024-03-26,South,A,P4,12,137.86
2024-02-05,South,C,P3,1,178.81
2024-08-26,North,C,P5,12,75.81
2024-10-03,North,A,P2,19,140.92
2024-07-12,East,A,P6,17,126.62
2024-06-06,West,A,P2,1,24.41
2024-01-04,West,A,P3,5,147.23
2024-09-12,North,B,P4,5,71.66
2024-07-26,South,A,P1,2,151.24
2024-04-09,West,A,P6,17,135.71
2024-04-13,South,A,P1,5,48.07
2024-03-17,East,C,P4,9,86.14
2024-09-26,South,C,P2,14,195.36
2024-02-04,East,B,P3,18,176.0
2024-01-26,North,A,P2,2,42.81
2024-09-23,South,B,P2,8,97.61
2024-04-25,North,B,P3,2,113.09
2024-09-03,South,C,P2,10,114.32
2024-11-05,West,A,P5,19,161.54
2024-08-08,East,C,P1,10,116.13
2024-03-20,West,C,P3,13,159.02
2024-08-09,North,C,P4,11,76.39
2024-04-12,South,A,P4,3,58.39
2024-03-19,North,A,P5,6,21.78
2024-09-03,North,C,P4,5,186.67
2024-12-11,South,B,P6,15,43.91
2024-02-14,North,A,P6,7,71.65
2024-01-11,West,B,P2,7,83.6
2024-03-20,South,C,P4,14,113.24
2024-12-24,East,A,P3,3,79.06
2024-01-17,South,C,P4,17,154.48
2024-04-13,West,B,P2,13,83.62
2024-01-06,North,C,P1,12,68.65
2024-09-16,North,C,P3,17,102.65
2024-11-20,North,A,P3,6,198.7
2024-12-07,South,B,P1,15,11.94
2024-08-14,North,A,P2,20,101.61
2024-09-05,East,A,P6,16,188.18
2024-07-17,West,C,P2,18,31.44
2024-03-11,North,A,P3,8,188.78
2024-01-04,West,C,P6,15,189.13
2024-11-05,East,B,P5,7,197.4
2024-06-20,East,B,P3,7,87.65
2024-10-03,North,A,P5,6,58.78
2024-01-20,North,A,P3,3,186.36
2024-02-23,East,C,P4,15,50.59
2024-02-07,North,C,P5,12,139.56
2024-02-14,West,B,P4,12,122.2
2024-11-06,North,B,P3,11,128.29
2024-04-18,West,B,P5,14,38.09
2024-08-26,South,A,P2,8,144.11
2024-03-27,East,C,P5,5,97.91
2024-04-17,South,B,P5,6,86.51
2024-11-13,North,C,P3,7,156.68
2024-10-12,North,B,P2,14,197.41
2024-10-24,West,B,P5,19,33.43
2024-07-27,North,C,P5,11,56.68
2024-09-22,North,B,P2,12,77.27
2024-04-27,South,A,P3,12,157.21
2024-10-08,North,B,P3,4,74.55
2024-11-12,West,B,P2,12,192.93
2024-09-13,East,A,P2,12,79.08
2024-07-17,South,A,P6,16,13.99
2024-09-14,North,B,P6,1,195.83
2024-09-13,South,C,P4,20,184.24
2024-10-14,North,B,P3,19,50.8
2024-02-02,West,A,P1,16,48.07
2024-11-09,West,A,P3,13,54.12
2024-06-08,North,C,P2,20,45.36
2024-11-11,East,A,P1,18,160.68
2024-06-02,North,C,P1,15,111.81
2024-04-16,West,C,P6,13,164.11
2024-04-24,North,C,P2,8,156.41
2024-12-19,West,B,P3,10,23.21
2024-09-10,South,C,P4,11,40.32
2024-12-17,East,B,P1,17,137.25
2024-10-26,West,C,P2,6,153.0
2024-09-21,North,A,P3,10,143.99
2024-02-20,North,B,P3,13,38.79
2024-05-01,North,C,P3,9,140.85
2024-07-10,West,B,P6,4,44.1
2024-05-14,West,A,P2,5,85.86
2024-10-07,West,A,P4,14,46.63
2024-12-14,North,B,P5,20,140.25
2024-06-13,North,A,P5,6,177.97
2024-05-19,West,A,P3,11,47.87
2024-07-02,East,A,P4,14,129.32
2024-05-26,South,A,P6,10,125.63
2024-03-11,East,C,P3,20,181.07
2024-11-25,North,C,P3,6,151.91
2024-11-04,East,C,P4,12,127.36
2024-09-11,East,C,P6,16,154.09
2024-09-13,South,A,P4,9,110.83
